rainfall,slope,road_quality,visibility,traffic,historical_incidents,road_type,elevation,temperature,wind_speed,risk
0.0,4.61,1.58,11.21,0.109,1,state_highway,1526.4,17.1,22.5,LOW
0.88,6.02,4.28,8.38,0.816,0,national_highway,917.6,23.5,12.8,LOW
0.0,3.29,3.44,8.43,0.726,1,state_highway,211.4,28.9,23.1,LOW
12.3,3.37,2.13,2.8,0.459,3,state_highway,1038.9,23.7,20.0,HIGH
0.0,22.84,1.8,8.6,0.241,2,rural_hill_road,768.8,19.5,7.2,MEDIUM
0.0,6.75,2.09,5.79,0.247,1,state_highway,1364.2,23.0,5.4,LOW
0.0,13.92,3.0,11.62,0.212,4,state_highway,609.6,21.7,2.8,MEDIUM
0.0,5.92,4.44,6.57,0.17,1,national_highway,511.6,22.5,20.1,LOW
0.0,10.19,1.5,8.12,0.727,4,state_highway,1069.1,17.5,32.9,MEDIUM
3.27,0.68,4.19,2.96,0.498,0,national_highway,1367.6,16.7,16.3,LOW
9.65,2.55,3.33,2.7,0.197,2,state_highway,415.8,24.8,5.7,MEDIUM
7.11,5.2,4.24,3.64,0.184,1,national_highway,911.9,25.1,23.7,LOW
2.27,10.79,2.48,5.33,0.223,4,rural_hill_road,944.6,25.9,3.3,MEDIUM
0.0,2.93,3.34,6.3,0.24,0,national_highway,1387.8,15.1,33.1,LOW
10.91,10.48,2.86,3.68,0.549,2,state_highway,1485.1,22.3,8.0,HIGH
0.0,12.14,3.79,10.49,0.49,2,state_highway,1138.6,23.1,20.4,LOW
11.69,10.61,4.36,3.37,0.411,4,national_highway,703.1,26.8,9.6,HIGH
0.0,11.37,3.65,9.76,0.47,4,national_highway,1348.5,20.3,27.7,MEDIUM
0.0,15.49,4.8,10.7,0.45,4,state_highway,1091.3,18.8,1.0,MEDIUM
3.84,2.02,2.83,7.88,0.343,0,state_highway,887.2,19.3,10.4,LOW
5.17,2.64,5.0,1.52,0.091,0,national_highway,459.8,28.0,20.4,LOW
0.0,9.12,4.0,11.04,0.422,0,national_highway,1350.7,16.6,15.0,LOW
0.0,1.52,4.52,11.21,0.58,0,national_highway,1038.6,15.3,15.8,LOW
0.0,7.51,3.55,2.65,0.639,4,rural_hill_road,2542.1,8.2,5.1,MEDIUM
17.15,17.51,1.77,1.74,0.67,4,rural_hill_road,1519.0,22.8,17.9,HIGH
0.0,5.87,3.42,7.18,0.894,0,state_highway,1171.1,15.5,26.3,LOW
0.0,18.62,2.57,8.28,0.873,3,rural_hill_road,1844.4,13.7,15.1,HIGH
11.8,10.16,2.74,4.07,0.577,1,state_highway,1414.4,22.2,13.0,HIGH
0.0,21.23,3.42,1.66,0.575,2,rural_hill_road,1956.0,22.2,11.7,HIGH
0.0,10.09,3.96,6.44,0.141,4,national_highway,872.1,28.3,12.1,LOW
0.0,7.75,3.63,8.42,0.131,2,rural_hill_road,924.6,28.0,10.2,LOW
0.0,5.27,2.09,4.77,0.257,2,rural_hill_road,922.3,23.3,7.4,MEDIUM
1.86,9.37,3.3,7.34,0.129,2,rural_hill_road,1702.8,18.8,20.0,MEDIUM
3.81,7.9,4.38,7.46,0.576,0,national_highway,954.5,29.8,17.8,LOW
6.12,9.09,1.0,4.74,0.149,2,rural_hill_road,1922.3,18.3,13.7,MEDIUM
0.35,2.56,3.76,6.05,0.758,1,state_highway,1230.3,18.2,3.0,LOW
0.0,8.3,4.14,7.79,0.815,0,national_highway,359.2,20.1,14.4,LOW
3.0,8.64,4.12,9.54,0.643,0,national_highway,129.2,33.9,11.1,LOW
0.0,21.88,3.64,7.74,0.328,3,rural_hill_road,1193.5,11.4,5.2,MEDIUM
0.0,10.46,4.1,7.33,0.06,3,national_highway,943.9,22.5,7.4,LOW
20.62,6.97,3.86,2.13,0.803,1,state_highway,667.2,24.0,13.8,HIGH
0.88,21.11,1.59,10.73,0.372,2,rural_hill_road,1754.2,18.1,12.3,HIGH
0.0,12.49,4.66,8.42,0.547,3,state_highway,689.6,21.2,15.3,MEDIUM
0.0,12.39,2.52,9.83,0.198,1,rural_hill_road,2052.3,18.4,19.5,MEDIUM
0.0,9.63,3.54,0.75,0.597,1,state_highway,1334.3,23.9,15.8,MEDIUM
0.0,19.76,3.5,5.56,0.563,2,rural_hill_road,1570.3,20.6,16.8,MEDIUM
0.0,14.7,2.01,8.19,0.337,2,state_highway,1341.8,22.4,4.4,MEDIUM
12.31,7.67,3.89,3.26,0.236,0,state_highway,960.4,27.0,11.1,MEDIUM
0.63,9.82,2.05,11.2,0.617,0,state_highway,1325.5,23.9,22.6,LOW
0.0,0.7,2.64,8.04,0.485,0,national_highway,238.0,24.8,7.1,LOW
0.0,9.95,3.54,9.61,0.521,0,national_highway,933.2,25.1,21.4,LOW
3.48,20.21,2.85,9.09,0.318,4,rural_hill_road,1708.1,18.1,27.4,HIGH
0.0,3.56,4.74,8.08,0.577,1,national_highway,655.2,20.6,15.5,LOW
2.4,4.85,3.74,7.0,0.457,1,national_highway,493.4,22.0,4.6,LOW
9.04,8.85,2.72,2.08,0.21,0,rural_hill_road,727.4,29.3,5.6,HIGH
0.0,3.79,3.66,8.17,0.494,0,national_highway,372.7,26.9,28.3,LOW
0.0,19.53,3.01,8.89,0.227,1,rural_hill_road,1560.8,17.5,19.0,MEDIUM
0.0,10.05,2.46,7.18,0.476,2,state_highway,557.7,22.9,16.5,MEDIUM
0.0,6.32,4.09,12.0,0.762,1,national_highway,1458.0,19.3,14.7,LOW
0.0,22.92,1.83,11.93,0.386,0,rural_hill_road,1640.9,22.2,10.6,MEDIUM
0.0,20.55,3.09,5.29,0.371,2,rural_hill_road,1701.4,20.4,30.4,HIGH
0.0,9.32,2.0,7.07,0.261,3,rural_hill_road,1615.4,11.8,25.3,MEDIUM
4.06,4.01,3.29,11.42,0.527,0,state_highway,1423.1,24.0,19.7,LOW
0.0,8.92,2.43,4.65,0.208,3,rural_hill_road,2477.8,9.4,6.7,MEDIUM
0.3,5.47,4.3,6.68,0.496,0,national_highway,907.9,29.2,9.4,LOW
0.0,5.13,3.33,10.23,0.501,1,state_highway,1218.1,22.5,8.8,LOW
0.0,8.48,2.92,9.65,0.639,1,national_highway,539.8,24.1,21.1,LOW
0.85,9.96,4.35,6.39,0.264,1,state_highway,281.9,24.6,22.2,LOW
2.13,2.53,4.06,7.45,0.724,1,national_highway,1287.2,17.6,21.9,LOW
0.0,14.15,2.48,8.11,0.791,4,rural_hill_road,1837.9,16.1,18.4,HIGH
0.0,7.98,2.56,11.86,0.115,3,rural_hill_road,1590.7,14.6,16.4,MEDIUM
0.0,1.73,5.0,5.72,0.407,2,national_highway,916.3,24.3,12.6,LOW
1.29,13.7,4.8,9.67,0.778,3,state_highway,770.1,28.9,3.6,LOW
0.0,12.9,4.0,8.42,0.046,4,state_highway,917.1,26.8,8.0,LOW
10.68,8.1,2.42,1.53,0.529,3,state_highway,886.8,25.8,12.8,HIGH
14.83,1.79,4.0,3.74,0.621,0,national_highway,1356.4,25.8,25.0,MEDIUM
0.0,13.41,2.37,7.28,0.604,3,rural_hill_road,2575.4,15.6,2.2,HIGH
0.0,8.25,3.44,6.38,0.413,1,national_highway,140.9,24.4,23.9,LOW
0.0,9.24,2.74,6.48,0.845,2,rural_hill_road,1077.0,26.0,32.7,MEDIUM
0.0,5.57,3.45,6.14,0.43,0,state_highway,238.5,29.5,13.5,LOW
3.61,17.02,2.92,6.04,0.479,1,rural_hill_road,1095.4,29.9,23.8,MEDIUM
11.6,12.37,3.18,1.28,0.387,3,state_highway,672.2,22.5,5.7,HIGH
0.0,2.71,3.9,0.68,0.555,0,national_highway,1243.9,24.9,11.5,LOW
4.06,11.16,3.88,8.38,0.241,6,national_highway,277.0,30.6,22.0,MEDIUM
3.54,21.72,2.75,5.41,0.551,3,rural_hill_road,2484.1,11.9,1.0,HIGH
0.0,11.57,4.66,10.09,0.24,2,national_highway,399.5,27.5,36.0,LOW
0.0,14.82,3.53,2.7,0.494,2,state_highway,1643.1,22.1,21.0,MEDIUM
12.31,13.53,2.82,2.61,0.238,2,state_highway,692.0,19.3,9.8,HIGH
0.0,5.87,3.72,2.89,0.489,1,rural_hill_road,1804.9,12.5,9.0,MEDIUM
0.33,8.94,3.52,7.84,0.457,0,state_highway,260.8,31.5,10.7,LOW
0.0,16.66,1.0,9.28,0.215,4,rural_hill_road,1476.8,26.8,13.2,HIGH
0.0,1.81,4.34,8.9,0.606,1,national_highway,333.0,29.4,10.2,LOW
0.0,7.92,5.0,7.12,0.516,0,national_highway,1102.3,19.0,30.5,LOW
7.1,5.36,4.03,2.34,0.378,0,national_highway,637.3,27.7,12.5,LOW
0.0,8.77,4.03,8.21,0.595,0,national_highway,717.8,19.1,13.4,LOW
7.58,6.67,2.57,2.49,0.531,4,rural_hill_road,1866.5,11.6,7.7,HIGH
0.0,9.39,4.15,1.75,0.636,2,state_highway,1799.0,20.6,16.1,MEDIUM
3.12,4.11,3.83,7.43,0.385,1,national_highway,1099.7,21.9,20.7,LOW
0.0,13.31,4.42,7.44,0.627,8,state_highway,1119.9,20.1,15.0,MEDIUM
0.0,6.38,3.11,6.54,0.414,0,state_highway,873.3,16.9,9.3,LOW
7.09,3.26,3.67,4.11,0.327,4,state_highway,1152.6,19.5,16.4,MEDIUM
2.12,1.7,4.46,10.36,0.213,2,national_highway,733.8,20.4,17.2,LOW
8.3,8.7,3.39,2.0,0.532,0,national_highway,320.2,29.1,27.2,MEDIUM
0.0,9.72,3.08,7.88,0.187,1,rural_hill_road,775.5,21.5,29.7,LOW
0.0,16.65,2.42,6.19,0.192,2,rural_hill_road,1858.6,14.5,7.7,MEDIUM
2.3,13.52,3.32,8.93,0.109,1,state_highway,303.7,28.4,23.8,MEDIUM
0.0,9.76,4.02,11.17,0.312,0,national_highway,525.5,21.6,8.0,LOW
2.95,10.3,3.8,8.84,0.672,2,national_highway,768.7,25.6,6.3,MEDIUM
0.0,10.36,4.4,10.3,0.221,4,national_highway,957.4,22.3,38.5,MEDIUM
0.0,15.33,2.61,1.26,0.042,4,state_highway,1448.5,15.5,19.0,MEDIUM
0.0,2.88,3.27,10.88,0.533,1,state_highway,302.1,30.4,15.6,LOW
13.26,14.09,2.17,1.62,0.358,8,rural_hill_road,2237.6,18.2,11.4,HIGH
0.0,4.11,4.7,8.99,0.221,0,national_highway,826.1,25.1,7.8,LOW
1.58,0.51,3.56,7.4,0.352,1,national_highway,814.7,18.9,30.3,LOW
17.82,1.57,3.99,1.21,0.377,2,national_highway,455.6,27.9,42.7,MEDIUM
0.0,5.52,2.12,8.46,0.431,3,rural_hill_road,1625.7,14.2,30.3,HIGH
17.56,18.82,2.58,1.64,0.791,4,rural_hill_road,2054.3,13.7,31.8,HIGH
0.0,21.93,2.02,7.59,0.612,0,rural_hill_road,1037.3,18.1,7.2,MEDIUM
5.49,6.09,4.61,3.35,0.274,1,state_highway,260.3,27.5,8.9,LOW
0.0,1.08,4.53,8.38,0.855,3,national_highway,1075.7,20.0,8.5,LOW
0.0,5.37,3.48,8.47,0.481,1,national_highway,1331.6,25.2,12.4,LOW
0.0,8.54,4.74,8.22,0.354,0,national_highway,727.9,20.8,16.8,LOW
0.0,17.49,3.13,4.7,0.411,1,state_highway,413.4,21.1,50.8,MEDIUM
6.65,7.78,3.63,4.02,0.221,0,national_highway,70.1,24.6,24.7,LOW
11.18,5.46,3.97,4.42,0.359,1,national_highway,615.7,27.1,3.9,MEDIUM
0.0,7.52,4.45,12.0,0.143,0,national_highway,75.9,27.9,22.5,LOW
0.0,1.93,4.92,5.95,0.566,0,national_highway,1491.9,19.0,8.3,LOW
0.49,7.83,4.17,9.8,0.132,1,national_highway,1405.9,12.1,22.3,LOW
0.0,13.26,3.4,7.76,0.253,2,state_highway,1176.0,22.1,7.2,MEDIUM
0.0,19.98,2.57,0.59,0.391,1,rural_hill_road,1314.9,24.2,13.1,HIGH
0.0,5.74,3.91,8.37,0.62,1,national_highway,1018.6,26.0,24.1,LOW
2.48,0.64,4.05,4.7,0.207,2,national_highway,1380.5,19.4,3.2,LOW
0.0,8.4,4.47,9.16,0.573,0,national_highway,1022.3,21.9,3.4,LOW
0.0,17.76,2.68,6.85,0.559,3,state_highway,1526.8,21.7,14.1,MEDIUM
0.0,11.96,2.6,11.03,0.336,1,state_highway,1637.4,26.6,13.3,MEDIUM
0.0,2.68,2.89,9.58,0.55,0,national_highway,192.6,23.1,10.2,LOW
0.0,17.26,4.71,9.74,0.747,1,state_highway,939.3,19.0,24.6,MEDIUM
0.0,6.14,3.63,12.0,0.453,1,national_highway,410.9,18.5,1.7,LOW
7.94,6.6,2.91,4.57,0.177,1,state_highway,826.0,21.4,4.1,MEDIUM
0.0,4.9,2.67,8.72,0.687,1,state_highway,1402.6,13.4,12.2,LOW
3.47,5.61,4.36,7.88,0.151,0,national_highway,1483.9,15.0,27.1,LOW
0.0,5.52,3.21,6.0,0.101,3,state_highway,595.7,31.6,17.5,LOW
0.0,22.29,3.48,2.41,0.348,3,rural_hill_road,1596.6,21.9,12.8,HIGH
0.0,22.21,2.55,9.56,0.261,0,rural_hill_road,1036.4,20.9,37.1,MEDIUM
4.55,13.75,3.2,6.52,0.168,2,rural_hill_road,2157.0,17.6,13.4,MEDIUM
0.0,3.66,3.81,4.83,0.154,0,state_highway,584.4,27.3,20.9,LOW
7.91,8.13,3.8,3.77,0.687,0,state_highway,1586.0,16.4,5.9,MEDIUM
0.0,11.14,3.68,1.29,0.113,2,national_highway,1277.0,25.9,14.6,MEDIUM
8.25,1.62,4.56,1.76,0.613,0,national_highway,821.7,23.1,28.0,MEDIUM
10.18,24.31,2.82,2.44,0.237,7,rural_hill_road,1569.9,16.6,14.3,HIGH
8.11,2.53,4.4,4.6,0.215,0,national_highway,1132.1,15.5,16.0,LOW
0.0,23.87,2.92,2.64,0.779,4,rural_hill_road,1883.8,13.4,22.7,HIGH
14.81,25.62,2.98,3.57,0.449,8,rural_hill_road,738.2,18.8,3.7,HIGH
15.11,4.02,4.16,1.25,0.14,0,state_highway,413.0,26.7,14.4,MEDIUM
0.0,8.66,3.41,9.25,0.032,0,state_highway,307.1,30.4,13.6,LOW
0.0,6.73,4.73,10.35,0.326,0,national_highway,534.7,23.5,13.5,LOW
0.0,4.23,3.84,5.82,0.373,2,national_highway,65.2,31.8,4.2,LOW
0.0,9.88,4.62,7.64,0.265,0,national_highway,1057.3,27.1,18.6,LOW
0.0,6.35,3.0,8.64,0.438,2,national_highway,1274.5,18.1,21.9,LOW
0.0,12.09,2.94,8.12,0.544,2,state_highway,302.4,30.8,13.5,MEDIUM
0.0,21.94,1.67,8.07,0.383,1,rural_hill_road,823.9,24.2,16.3,MEDIUM
0.0,6.45,4.15,11.16,0.325,0,state_highway,314.0,26.5,20.6,LOW
0.0,12.56,4.26,8.05,0.168,4,state_highway,1434.4,23.2,11.7,LOW
0.0,1.54,4.88,8.32,0.373,3,national_highway,1014.2,24.4,15.4,LOW
18.63,11.17,4.11,0.94,0.158,5,national_highway,894.4,20.5,11.4,HIGH
13.04,2.37,4.33,4.99,0.654,0,state_highway,1200.6,26.7,1.7,LOW
7.62,10.63,3.53,3.64,0.543,1,state_highway,325.6,23.9,7.7,MEDIUM
0.0,17.02,2.88,8.76,0.143,4,state_highway,377.5,24.5,26.3,MEDIUM
11.94,17.32,2.65,3.52,0.628,2,state_highway,1441.2,26.8,23.5,HIGH
0.0,1.28,4.51,9.84,0.108,0,national_highway,591.8,30.4,19.3,LOW
1.2,10.24,3.39,0.57,0.784,1,state_highway,1298.7,16.1,7.1,MEDIUM
0.0,19.42,1.75,9.52,0.72,3,rural_hill_road,2193.6,17.5,10.1,HIGH
8.84,8.2,4.28,1.65,0.375,2,national_highway,444.7,29.9,11.6,MEDIUM
4.02,4.03,4.4,6.99,0.365,0,national_highway,413.0,26.9,9.8,LOW
0.0,2.09,4.01,1.31,0.318,2,national_highway,1344.8,18.9,32.1,LOW
0.0,3.68,3.12,4.7,0.09,1,state_highway,413.3,27.5,12.6,LOW
5.13,6.68,4.83,4.63,0.188,1,national_highway,599.1,21.4,10.8,LOW
0.0,10.36,3.42,8.4,0.701,4,national_highway,247.7,35.2,6.8,LOW
0.0,6.17,3.87,2.71,0.629,2,national_highway,1371.0,23.1,22.0,MEDIUM
0.24,10.86,3.19,0.72,0.101,0,national_highway,1301.6,9.9,10.2,MEDIUM
7.16,11.82,3.19,3.25,0.25,0,rural_hill_road,1883.3,12.1,15.6,MEDIUM
0.0,15.43,1.5,7.78,0.377,3,state_highway,1412.3,21.3,3.2,MEDIUM
5.72,17.16,2.32,3.61,0.337,4,state_highway,290.7,25.9,10.9,MEDIUM
0.0,16.18,2.88,2.3,0.729,5,rural_hill_road,2400.0,11.6,13.5,HIGH
0.0,8.33,3.64,6.28,0.756,1,national_highway,972.1,19.6,15.5,LOW
0.0,15.9,4.39,1.21,0.847,5,state_highway,1436.1,19.3,4.6,MEDIUM
15.43,13.55,4.19,0.8,0.164,0,state_highway,1270.0,18.3,21.2,HIGH
3.03,9.6,3.81,6.09,0.031,2,national_highway,1289.8,23.7,15.8,LOW
0.0,4.08,2.97,12.0,0.31,2,state_highway,1399.9,18.0,7.3,LOW
0.0,4.65,3.34,6.86,0.263,0,state_highway,955.9,15.1,7.3,LOW
0.0,15.24,4.63,11.88,0.513,0,state_highway,599.6,16.7,11.3,LOW
0.0,2.55,3.69,6.12,0.273,2,national_highway,1378.4,20.3,9.0,LOW
1.52,2.56,4.43,0.72,0.284,2,national_highway,1275.6,17.5,10.1,LOW
20.29,8.59,4.76,1.88,0.422,0,national_highway,682.4,29.7,9.2,MEDIUM
0.0,3.79,4.41,7.23,0.622,1,national_highway,638.9,22.6,30.4,LOW
4.19,14.67,2.82,5.13,0.51,2,rural_hill_road,1826.1,13.6,18.2,HIGH
0.0,16.72,3.45,7.02,0.248,1,state_highway,641.3,28.4,13.2,LOW
0.0,13.85,4.8,10.99,0.401,5,state_highway,836.0,30.3,13.1,LOW
3.81,9.09,3.79,9.26,0.127,1,national_highway,1255.0,20.6,6.5,LOW
5.58,14.05,2.54,1.6,0.268,3,state_highway,1630.4,20.4,7.4,HIGH
8.47,10.13,4.28,4.95,0.48,1,national_highway,476.8,28.7,4.2,MEDIUM
0.0,15.4,3.52,12.0,0.391,2,state_highway,673.5,25.8,19.9,MEDIUM
0.0,17.73,3.24,5.82,0.408,1,state_highway,1343.5,26.1,14.5,LOW
0.0,11.54,3.84,10.67,0.076,2,national_highway,762.5,29.0,21.9,LOW
3.31,14.28,2.51,1.3,0.542,3,rural_hill_road,1899.3,10.5,17.1,HIGH
0.0,11.5,2.48,10.96,0.181,1,state_highway,1199.4,15.7,26.8,MEDIUM
0.0,19.06,1.73,6.59,0.608,4,rural_hill_road,834.2,19.7,10.9,HIGH
0.0,11.36,3.47,5.75,0.144,2,state_highway,1079.4,21.0,5.4,LOW
12.93,10.38,3.23,3.92,0.272,5,state_highway,996.8,16.8,17.0,HIGH
0.0,5.61,2.44,8.22,0.426,1,state_highway,904.5,22.8,28.1,LOW
0.0,8.95,3.65,12.0,0.593,0,state_highway,368.6,19.0,17.2,LOW
0.0,14.04,3.72,8.16,0.849,6,state_highway,1364.3,21.8,6.2,MEDIUM
0.0,11.04,2.59,7.74,0.281,0,state_highway,1315.7,18.3,18.3,MEDIUM
2.2,9.37,3.9,8.86,0.642,1,national_highway,1461.6,13.2,8.0,MEDIUM
0.0,3.53,4.15,6.73,0.679,2,national_highway,1436.0,14.0,10.1,LOW
16.04,18.11,2.32,2.12,0.626,5,rural_hill_road,2203.7,14.6,6.5,HIGH
10.46,7.9,3.72,2.61,0.136,0,state_highway,1142.5,22.0,19.5,MEDIUM
0.41,10.43,4.4,8.03,0.193,1,national_highway,1033.1,18.7,17.7,LOW
4.59,6.69,3.24,6.1,0.375,3,national_highway,171.7,31.5,6.2,MEDIUM
0.0,0.69,4.44,2.36,0.603,2,national_highway,1209.1,27.5,19.1,LOW
0.0,6.25,2.09,11.24,0.619,2,state_highway,951.9,21.3,21.8,MEDIUM
1.1,9.31,2.98,0.46,0.293,0,state_highway,1356.3,20.1,13.0,MEDIUM
0.0,10.87,3.48,8.72,0.412,1,state_highway,1231.7,25.9,7.2,MEDIUM
0.0,9.44,3.96,7.05,0.453,1,state_highway,752.7,26.5,45.5,LOW
0.0,15.22,4.34,4.71,0.501,3,state_highway,554.3,24.5,14.3,MEDIUM
0.0,12.08,1.7,0.55,0.629,3,rural_hill_road,1674.2,15.3,4.9,HIGH
0.0,5.52,2.58,8.2,0.483,1,state_highway,578.1,20.0,11.6,LOW
6.22,11.01,4.62,3.73,0.637,3,national_highway,594.3,26.8,22.4,MEDIUM
16.14,4.92,4.26,2.19,0.807,1,state_highway,799.6,21.1,11.8,MEDIUM
0.0,3.75,5.0,1.57,0.554,0,national_highway,1498.3,20.5,6.8,LOW
0.45,2.03,4.41,11.79,0.72,0,national_highway,399.3,25.9,17.5,LOW
0.0,2.68,3.56,3.48,0.366,0,national_highway,1166.9,18.2,7.1,LOW
0.27,6.27,4.74,9.97,0.307,3,national_highway,430.6,29.3,5.9,LOW
0.0,19.9,1.99,1.19,0.253,3,rural_hill_road,2551.3,14.0,8.6,HIGH
0.0,7.93,3.72,7.67,0.685,1,national_highway,654.9,28.4,46.1,LOW
41.35,3.46,4.44,0.86,0.772,1,state_highway,372.9,20.0,5.5,HIGH
3.86,10.87,4.96,8.61,0.776,3,national_highway,469.8,28.8,7.5,MEDIUM
9.79,9.8,3.34,3.05,0.541,0,national_highway,1133.7,19.0,12.8,MEDIUM
0.0,2.63,4.69,1.92,0.138,0,national_highway,1337.6,18.3,11.0,LOW
0.0,5.21,3.52,7.91,0.523,1,national_highway,659.8,20.4,3.3,LOW
0.0,8.28,2.27,12.0,0.488,1,state_highway,1336.7,20.0,26.9,MEDIUM
0.0,21.33,3.02,7.16,0.375,0,rural_hill_road,1991.2,14.6,29.0,MEDIUM
6.63,24.48,2.4,3.3,0.534,3,rural_hill_road,2458.7,13.7,2.5,HIGH
0.0,11.83,3.28,8.86,0.244,1,national_highway,333.1,24.1,24.4,LOW
0.0,6.32,3.11,8.49,0.419,1,state_highway,691.6,24.7,26.8,LOW
5.71,11.58,1.42,2.14,0.573,2,rural_hill_road,1225.2,18.8,11.5,HIGH
0.0,11.59,4.51,8.23,0.124,2,national_highway,466.2,21.4,14.7,LOW
0.0,16.97,2.21,11.11,0.318,2,rural_hill_road,726.1,25.9,11.0,MEDIUM
2.24,8.52,4.59,9.73,0.213,1,national_highway,1278.3,24.3,17.4,LOW
0.0,15.82,3.39,0.91,0.593,3,state_highway,1677.1,21.6,17.2,HIGH
3.77,13.13,2.67,0.81,0.519,0,state_highway,1618.5,20.9,13.2,HIGH
0.0,12.23,1.27,2.52,0.435,3,rural_hill_road,850.2,22.8,13.1,MEDIUM
0.0,1.31,3.56,8.79,0.811,1,national_highway,1178.5,18.2,8.2,LOW
0.0,2.16,4.32,4.68,0.14,1,national_highway,716.3,28.8,9.4,LOW
0.0,11.36,4.33,7.3,0.345,1,national_highway,232.5,30.4,6.0,LOW
1.99,8.73,3.99,8.41,0.256,0,national_highway,544.5,25.4,23.6,LOW
9.68,8.61,2.65,2.97,0.772,2,state_highway,1497.8,21.7,5.5,HIGH
8.48,11.97,2.84,1.58,0.374,2,state_highway,1375.2,13.4,21.7,HIGH
0.0,6.2,3.29,11.46,0.103,0,state_highway,860.6,28.3,23.7,LOW
0.0,7.22,3.72,6.71,0.317,2,national_highway,429.7,27.0,11.7,LOW
0.0,9.67,4.06,7.45,0.315,0,national_highway,63.7,26.4,26.8,LOW
0.0,14.95,2.98,6.0,0.188,2,state_highway,641.0,25.7,23.6,LOW
9.51,7.63,4.03,2.6,0.32,1,state_highway,1271.2,24.2,29.1,HIGH
11.95,11.85,3.99,3.97,0.741,4,national_highway,814.3,23.4,12.0,HIGH
0.0,4.13,3.55,8.01,0.698,0,national_highway,1279.0,25.6,8.0,LOW
7.68,11.4,3.01,3.8,0.768,5,national_highway,515.8,29.0,33.0,MEDIUM
9.72,12.47,1.62,1.94,0.517,2,rural_hill_road,1474.5,22.7,20.3,HIGH
0.0,8.08,4.31,6.79,0.531,0,national_highway,157.4,30.4,11.8,LOW
0.0,10.73,3.29,8.32,0.331,2,state_highway,1174.2,25.1,24.6,MEDIUM
0.71,13.58,2.28,10.17,0.444,3,rural_hill_road,1082.8,16.3,14.6,MEDIUM
0.0,2.9,3.2,5.35,0.123,0,state_highway,333.4,21.8,39.1,LOW
0.0,4.14,3.7,10.2,0.392,2,state_highway,640.1,26.1,9.5,LOW
0.0,0.87,3.74,7.86,0.445,1,national_highway,255.2,22.4,10.4,LOW
0.0,6.56,4.8,1.31,0.767,1,state_highway,1311.1,24.6,8.6,LOW
0.0,3.66,2.9,11.09,0.586,1,state_highway,215.6,22.0,22.6,LOW
3.01,3.52,4.91,10.68,0.405,1,national_highway,432.5,26.9,28.4,LOW
0.0,17.63,4.27,12.0,0.579,2,state_highway,1098.1,19.2,13.9,MEDIUM
0.0,10.32,3.27,8.44,0.531,2,state_highway,710.6,27.0,24.6,LOW
0.0,0.8,3.95,6.23,0.676,1,national_highway,1463.2,19.1,27.2,LOW
0.0,5.79,3.52,5.07,0.08,1,state_highway,486.7,27.2,17.9,LOW
0.0,15.24,1.58,10.32,0.246,4,rural_hill_road,1238.0,22.8,21.8,MEDIUM
5.34,6.96,4.02,3.84,0.35,1,national_highway,697.0,19.3,2.7,LOW
4.45,9.56,3.88,10.18,0.264,3,national_highway,1246.8,21.0,16.9,LOW
0.04,15.78,4.5,8.24,0.554,3,state_highway,247.1,28.2,18.2,LOW
7.26,15.52,2.19,1.77,0.478,1,rural_hill_road,2285.1,16.6,17.5,HIGH
0.0,6.35,5.0,5.67,0.325,0,national_highway,920.6,22.3,10.9,LOW
0.0,4.54,2.01,0.98,0.284,1,state_highway,1277.2,25.5,9.0,MEDIUM
0.0,9.85,4.09,9.97,0.347,0,national_highway,939.1,27.7,14.7,LOW
6.16,10.7,4.6,2.3,0.393,4,state_highway,1686.6,13.3,4.7,HIGH
0.0,6.96,2.57,7.28,0.411,1,state_highway,1454.7,20.8,3.1,LOW
19.49,8.75,4.56,1.42,0.041,0,national_highway,1024.3,25.6,8.7,MEDIUM
0.0,1.43,4.39,9.2,0.408,0,national_highway,882.5,24.0,9.9,LOW
0.71,2.88,4.27,8.75,0.418,1,national_highway,562.0,22.9,3.4,LOW
10.55,3.58,2.96,3.3,0.375,0,state_highway,772.5,22.7,26.2,MEDIUM
0.0,11.74,4.29,9.7,0.14,0,national_highway,949.0,26.1,18.0,LOW
0.0,10.39,3.86,8.38,0.786,1,state_highway,208.2,27.3,15.4,MEDIUM
0.0,5.21,2.56,10.89,0.385,2,rural_hill_road,1807.9,15.8,6.4,MEDIUM
0.0,8.8,2.74,5.22,0.452,1,rural_hill_road,1731.7,24.4,14.5,LOW
8.43,6.36,2.7,4.26,0.408,0,state_highway,1740.4,14.7,17.4,MEDIUM
0.0,1.61,4.13,8.96,0.361,1,national_highway,501.9,28.9,17.5,LOW
0.0,17.4,2.61,11.02,0.271,4,state_highway,349.9,24.2,16.0,MEDIUM
0.0,4.13,3.87,2.2,0.113,1,state_highway,1641.6,18.8,23.6,LOW
0.0,9.38,3.05,8.44,0.349,1,national_highway,706.9,32.4,27.6,LOW
1.81,20.08,2.55,1.18,0.498,2,rural_hill_road,2202.3,19.0,18.6,HIGH
0.0,14.53,3.93,6.79,0.562,1,state_highway,924.0,24.5,53.0,MEDIUM
3.48,1.04,3.81,6.12,0.218,1,national_highway,934.0,21.4,8.6,LOW
0.0,21.9,3.07,6.71,0.056,1,rural_hill_road,1117.0,15.1,4.3,MEDIUM
